,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
788,789,4,4,50.0,6000,1,0,3,3,0,0,0,17,2,2,0,2,4,6,1954,2000,1,1,8,8,3,0.0,3,4,1,4,4,4,6,0,6,0,901,901,1,0,1,5,901,0,0,901,0,0,1,0,2,1,3,4,6,0,,6,1954.0,Unf,1,281,2,5,2,0,0,0,0,0,0,,0,0,0,8,2008,8,4,107900
1193,1194,0,4,69.0,4500,1,0,3,3,0,2,0,11,2,2,4,2,6,4,1999,1999,3,1,12,13,2,425.0,3,4,2,1,4,4,3,883,6,0,341,1224,1,0,1,5,1224,0,0,1224,1,0,2,0,2,1,3,5,6,0,,2,1999.0,Fin,2,402,5,5,2,0,304,0,0,0,0,,0,0,0,6,2009,8,4,165000
1020,1021,4,3,60.0,7024,1,0,3,3,0,4,0,7,2,2,0,2,4,4,2005,2005,1,1,12,13,3,0.0,3,4,2,3,4,4,3,1024,6,0,108,1132,1,0,1,5,1132,0,0,1132,1,0,1,1,2,1,2,5,6,0,,2,2005.0,Fin,2,451,5,5,2,252,64,0,0,0,0,,0,0,0,6,2008,8,4,176000
1087,1088,9,1,85.0,10574,1,0,3,3,0,4,0,21,2,2,0,5,8,4,2005,2006,1,1,12,13,3,0.0,2,4,2,3,4,3,6,0,6,0,1082,1082,1,0,1,5,1082,871,0,1953,0,0,2,1,3,1,2,9,6,1,Gd,2,2005.0,RFn,3,1043,5,5,2,160,50,0,0,0,0,,0,0,0,5,2009,8,4,252000
869,870,9,3,80.0,9938,1,0,3,3,0,4,0,20,2,2,0,5,7,4,1993,1994,1,1,8,8,2,246.0,2,4,2,3,4,4,3,750,6,0,300,1050,1,0,1,5,1062,887,0,1949,1,0,2,1,3,1,2,8,6,1,TA,2,1993.0,Fin,2,574,5,5,2,156,90,0,0,0,0,,1,0,0,6,2010,8,4,236000
1185,1186,8,3,60.0,9738,1,0,3,3,0,4,0,7,2,2,0,0,5,6,1924,1950,1,1,0,0,3,0.0,3,2,0,4,4,4,2,392,6,0,392,784,1,2,1,5,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,,2,1965.0,Unf,1,392,5,5,2,0,0,236,0,0,0,,0,0,0,3,2006,8,4,104900
964,965,9,3,80.0,11316,1,0,3,3,0,0,0,23,2,2,0,5,7,4,2002,2003,1,1,12,13,2,44.0,2,4,2,3,4,4,3,624,6,0,193,817,1,0,1,5,824,1070,0,1894,1,0,2,1,4,1,2,8,6,1,Gd,4,2002.0,Fin,2,510,5,5,2,0,40,0,0,0,0,,0,0,0,2,2010,8,4,214900
334,335,9,3,59.0,9042,1,0,0,3,0,4,0,8,2,2,0,5,6,4,1998,1998,1,1,12,13,3,0.0,3,4,2,3,4,2,3,828,6,0,115,943,1,2,1,5,943,695,0,1638,1,0,2,1,3,1,3,7,6,2,TA,2,1998.0,Fin,2,472,5,5,2,100,38,0,0,0,0,,0,0,0,7,2008,8,4,192000
824,825,4,1,81.0,11216,1,0,3,3,0,4,0,21,2,2,0,2,8,4,2006,2006,1,1,12,13,3,0.0,2,4,2,3,2,4,6,0,6,0,1489,1489,1,0,1,5,1489,0,0,1489,0,0,2,0,3,1,2,7,6,1,Gd,2,2006.0,RFn,2,776,5,5,2,0,140,0,0,0,0,,0,0,0,6,2006,6,5,232600
678,679,4,3,80.0,11844,1,0,0,3,0,4,0,22,2,2,0,2,8,4,2008,2008,3,1,12,13,4,464.0,2,4,2,1,4,3,6,0,6,0,2046,2046,1,0,1,5,2046,0,0,2046,0,0,2,1,3,1,2,7,6,1,Gd,2,2008.0,Fin,3,834,5,5,2,322,82,0,0,0,0,,0,0,0,7,2009,6,5,372500
159,160,9,3,134.0,19378,1,0,0,1,0,0,0,8,2,2,0,5,7,4,2005,2006,1,1,12,13,2,456.0,2,4,2,3,4,3,3,57,6,0,1335,1392,1,0,1,5,1392,1070,0,2462,1,0,2,1,4,1,2,9,6,1,Gd,2,2006.0,RFn,2,576,5,5,2,239,132,0,168,0,0,,0,0,0,3,2006,6,5,320000
1377,1378,8,3,60.0,10998,1,1,3,3,0,4,0,7,2,2,0,0,5,4,1941,1960,1,1,13,14,3,0.0,3,4,1,4,4,4,4,408,2,83,156,984,1,0,1,5,984,620,0,1604,0,0,2,0,3,1,3,6,3,0,,6,1977.0,Unf,2,660,5,5,2,0,68,0,0,0,0,,0,0,0,7,2009,8,4,117000
367,368,12,3,101.0,9150,1,0,0,3,0,0,0,12,2,2,0,7,6,4,1962,1962,1,5,9,10,2,305.0,3,4,1,3,4,2,3,371,6,0,728,1099,1,2,1,5,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,Gd,3,1962.0,RFn,1,296,5,5,2,64,110,0,0,0,0,,0,0,0,12,2008,8,4,165000
355,356,4,3,105.0,11249,1,0,1,3,0,4,0,5,2,2,0,2,6,4,1995,1995,1,1,12,13,3,0.0,2,2,2,3,2,4,1,334,2,104,322,1200,1,0,1,5,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,,2,1995.0,RFn,2,521,5,5,2,0,26,0,0,0,0,,0,0,0,8,2007,8,4,177500
1302,1303,9,3,92.0,10120,1,0,3,3,0,4,0,15,2,2,0,5,8,4,1994,1994,3,1,12,13,2,391.0,2,4,2,3,4,4,3,740,6,0,425,1165,1,0,1,5,1203,1323,0,2526,1,0,2,1,4,1,2,8,6,1,TA,2,1994.0,RFn,3,844,5,5,2,309,78,0,0,0,0,,0,0,0,12,2006,8,4,290000
280,281,9,3,82.0,11287,1,0,3,3,0,4,0,20,2,2,0,5,7,5,1989,1989,1,1,9,10,2,340.0,2,4,1,3,4,1,3,421,6,0,386,807,1,2,1,5,1175,807,0,1982,0,0,2,1,3,1,2,7,6,1,TA,2,1989.0,Fin,2,575,5,5,2,0,84,0,196,0,0,,0,0,0,1,2007,8,4,228500
606,607,4,3,82.0,12464,1,0,1,2,0,0,1,5,2,2,0,2,5,4,1996,1996,1,1,12,13,3,0.0,3,2,2,3,4,4,3,732,6,0,308,1040,1,2,1,5,1040,0,0,1040,1,0,1,0,3,1,2,6,6,0,,6,2000.0,Unf,2,576,5,5,2,168,0,0,0,0,0,,1,0,0,11,2009,8,4,152000
1032,1033,9,3,69.0,14541,1,0,0,3,0,0,0,15,2,2,0,5,8,6,1993,1993,1,1,8,8,3,0.0,2,2,2,3,2,4,3,1012,6,0,326,1338,1,0,1,5,1352,1168,0,2520,1,0,2,1,5,1,2,10,6,1,TA,2,1993.0,RFn,3,796,5,5,2,209,55,0,0,0,0,,0,0,0,11,2006,8,0,310000
13,14,4,3,91.0,10652,1,0,0,3,0,4,0,5,2,2,0,2,7,4,2006,2007,1,1,12,13,4,306.0,2,4,2,3,4,1,6,0,6,0,1494,1494,1,0,1,5,1494,0,0,1494,0,0,2,0,3,1,2,7,6,1,Gd,2,2006.0,RFn,3,840,5,5,2,160,33,0,0,0,0,,0,0,0,8,2007,6,5,279500
1236,1237,1,3,36.0,2628,1,0,3,3,0,4,0,16,2,2,3,5,7,4,2003,2003,1,1,12,15,4,106.0,2,4,2,3,4,4,6,0,6,0,764,764,1,0,1,5,764,862,0,1626,0,0,2,1,2,1,2,6,6,0,,4,2003.0,RFn,2,474,5,5,2,0,27,0,0,0,0,,0,0,0,6,2010,8,4,175500
895,896,9,3,71.0,7056,1,0,3,3,0,4,0,12,2,2,0,5,6,4,1963,1963,3,1,6,6,2,415.0,3,4,1,4,4,4,2,400,6,0,380,780,1,4,1,5,983,813,0,1796,1,0,1,1,4,1,3,8,6,1,TA,2,1963.0,RFn,2,483,5,5,2,0,50,0,0,0,0,,0,0,0,10,2008,8,4,140000
730,731,0,3,39.0,5389,1,0,0,3,0,4,0,22,2,2,4,2,8,4,1995,1996,1,1,5,5,3,0.0,2,4,2,3,4,4,3,1180,6,0,415,1595,1,0,1,5,1616,0,0,1616,1,0,2,0,2,1,2,5,6,1,TA,2,1995.0,RFn,2,608,5,5,2,237,152,0,0,0,0,,0,0,0,3,2010,8,4,236500
990,991,9,3,82.0,9452,1,0,3,3,0,4,0,15,2,2,0,5,8,4,1997,1998,1,1,12,13,2,423.0,2,4,2,3,4,4,3,1074,6,0,322,1396,1,0,1,5,1407,985,0,2392,1,0,2,1,3,1,2,7,6,1,TA,2,1997.0,Fin,3,870,5,5,2,0,70,0,0,0,0,,0,0,0,6,2006,8,4,348000
1401,1402,9,3,62.0,7415,1,0,0,3,0,4,0,8,2,2,0,5,6,4,2004,2004,1,1,12,13,3,0.0,3,4,2,4,4,4,3,759,6,0,80,839,1,0,1,5,864,729,0,1593,1,0,2,1,3,1,3,8,6,1,TA,2,2004.0,Fin,2,398,5,5,2,100,75,0,0,0,0,,0,0,0,4,2008,8,4,193000
376,377,13,3,57.0,8846,1,0,0,3,0,1,0,5,2,2,0,6,5,4,1996,1996,1,1,12,13,3,0.0,2,4,2,3,4,1,3,298,6,0,572,870,1,0,1,5,914,0,0,914,0,0,1,0,2,1,3,5,6,0,,6,1998.0,Unf,2,576,5,5,2,0,0,0,0,0,0,,0,0,0,7,2006,8,4,148000
1033,1034,4,3,69.0,8125,1,0,3,3,0,4,0,5,2,2,0,2,7,4,2002,2002,1,1,12,13,4,295.0,2,4,2,3,4,4,3,986,6,0,668,1654,1,0,1,5,1654,0,0,1654,1,0,2,0,3,1,2,6,6,0,,2,2002.0,Unf,3,900,5,5,2,0,136,0,0,0,0,,0,0,0,2,2006,8,4,230000
1024,1025,4,3,69.0,15498,1,0,0,3,0,0,0,23,2,2,0,2,8,5,1976,1976,3,6,10,6,3,0.0,2,4,1,3,4,1,1,1165,4,80,0,1565,1,4,1,5,2898,0,0,2898,1,0,2,0,2,1,2,10,6,1,Gd,2,1976.0,Fin,2,665,5,5,2,0,72,174,0,0,0,,0,0,0,5,2008,0,0,287000
360,361,13,3,69.0,7540,1,0,0,3,0,1,0,11,2,2,0,6,6,5,1978,1978,1,1,12,13,3,0.0,3,4,1,3,4,1,3,773,6,0,115,888,1,0,1,5,912,0,0,912,1,0,1,0,2,1,3,5,6,1,TA,2,1978.0,RFn,2,470,5,5,2,0,0,0,0,192,0,,3,0,0,6,2007,8,4,156000
1159,1160,9,3,76.0,9120,1,0,3,3,0,4,0,14,2,2,0,5,6,5,1974,1974,3,1,6,6,2,270.0,2,4,1,4,4,4,1,442,6,0,459,901,1,4,1,5,943,933,0,1876,0,0,2,1,4,1,2,8,6,1,TA,2,1974.0,RFn,2,540,3,5,2,0,69,0,0,0,0,,0,0,0,7,2008,8,4,185000
479,480,5,4,50.0,5925,1,0,3,0,0,4,0,17,2,2,0,2,4,6,1937,2000,3,1,11,12,1,435.0,3,4,0,2,4,4,5,168,6,0,739,907,1,4,1,5,1131,0,0,1131,0,0,1,0,2,1,3,7,6,0,,6,1995.0,Unf,2,672,5,5,2,0,72,0,0,0,0,,3,0,0,3,2007,8,2,89471
519,520,10,3,53.0,10918,1,0,3,3,0,4,0,6,2,2,0,5,7,8,1926,2004,2,1,8,8,3,0.0,2,4,0,3,4,4,6,0,6,0,1276,1276,1,0,1,5,1276,804,0,2080,0,0,1,1,3,1,2,9,6,2,Gd,6,1926.0,Unf,1,282,5,5,2,0,0,0,0,145,0,,3,0,0,6,2009,8,4,234000
1367,1368,1,4,41.0,2665,1,0,3,3,0,4,0,10,2,2,4,5,5,5,1977,1977,1,1,5,5,3,0.0,3,4,2,4,4,4,1,548,5,32,36,757,1,0,1,5,925,550,0,1475,0,0,2,0,4,1,3,6,6,1,TA,2,1977.0,RFn,1,336,5,5,2,104,26,0,0,0,0,,0,0,0,7,2006,8,4,127000
215,216,4,3,72.0,10011,1,0,0,3,0,4,0,12,2,2,0,2,5,5,1957,1996,1,1,6,6,2,64.0,3,4,1,4,4,4,2,360,6,0,710,1070,1,4,1,5,1236,0,0,1236,0,1,1,0,2,1,2,6,2,1,Fa,2,1957.0,Unf,1,447,5,5,2,0,0,0,0,0,0,,3,0,0,5,2006,8,4,134450
145,146,1,4,24.0,2522,1,0,3,3,0,4,0,7,2,2,3,5,6,4,2004,2006,1,1,12,13,4,50.0,2,4,2,3,4,4,6,0,6,0,970,970,1,0,1,5,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,,6,2004.0,Unf,2,380,5,5,2,0,40,0,0,0,0,,0,0,0,4,2006,8,4,130000
919,920,4,3,87.0,11029,1,0,0,3,0,0,0,12,2,2,0,2,6,7,1958,2002,3,1,8,8,3,0.0,0,4,1,3,4,4,1,528,2,82,245,1184,1,0,1,5,1414,0,0,1414,1,0,1,0,3,1,3,6,2,1,TA,2,1990.0,Unf,2,601,5,5,2,0,51,0,0,190,0,,0,0,0,5,2008,8,4,176500
961,962,9,3,69.0,12227,1,0,0,3,0,0,0,14,4,2,0,5,6,6,1977,1995,1,1,6,6,2,424.0,3,2,1,3,2,4,1,896,6,0,434,1330,1,4,1,5,1542,1330,0,2872,1,0,2,1,4,1,3,11,6,1,TA,2,1977.0,Fin,2,619,5,5,2,550,282,0,0,0,0,,0,0,0,7,2008,8,4,272000
1203,1204,4,3,75.0,9750,1,0,3,3,0,4,0,5,2,2,0,2,7,4,2000,2001,1,1,12,13,2,171.0,2,4,2,3,4,4,6,0,6,0,1630,1630,1,0,1,5,1630,0,0,1630,0,0,2,0,3,1,2,6,6,1,TA,2,2000.0,Unf,2,451,5,5,2,74,234,0,0,0,0,,0,0,0,10,2009,8,4,213000
800,801,9,3,79.0,12798,1,0,0,1,0,4,1,4,1,2,0,5,6,4,1997,1997,1,1,12,13,3,0.0,3,4,2,3,4,2,3,462,6,0,154,616,1,2,1,5,616,1072,0,1688,1,0,2,1,4,1,2,8,6,0,,2,1997.0,RFn,2,603,5,5,2,403,114,185,0,0,0,,0,3,400,5,2008,8,4,200000
1258,1259,12,3,59.0,9587,1,0,0,3,0,4,0,8,2,2,0,7,7,4,2005,2005,1,1,12,13,4,182.0,2,4,2,3,4,2,3,655,6,0,201,856,1,0,1,5,1166,0,0,1166,1,0,2,0,2,1,2,5,6,0,,2,2005.0,Fin,2,400,5,5,2,212,0,0,0,0,0,,0,0,0,7,2008,8,4,190000
570,571,14,3,74.0,13101,1,0,0,3,0,4,0,12,2,2,2,2,5,4,1965,1965,1,1,6,6,2,108.0,3,4,1,4,4,4,4,231,6,0,1497,1728,1,4,1,5,1728,0,0,1728,0,0,2,0,6,2,3,10,6,0,,6,1987.0,Unf,2,576,5,5,2,0,0,0,0,0,0,,0,0,0,11,2008,8,4,142600
1217,1218,4,1,72.0,8640,1,0,3,3,0,4,0,21,2,2,0,2,8,4,2009,2009,1,1,5,5,4,72.0,2,4,2,3,4,3,3,936,6,0,364,1300,1,0,1,5,1314,0,0,1314,1,0,2,0,3,1,2,6,6,0,,2,2009.0,RFn,2,552,5,5,2,135,112,0,0,0,0,,0,0,0,9,2009,6,5,229456
835,836,4,3,60.0,9600,1,0,3,3,0,4,0,19,2,2,0,2,4,6,1950,1995,1,1,12,6,3,0.0,3,4,1,3,4,4,2,442,6,0,625,1067,1,4,1,5,1067,0,0,1067,0,0,2,0,2,1,2,4,3,0,,2,1996.0,Unf,2,436,5,5,2,290,0,0,0,0,0,,0,0,0,2,2010,8,4,128000
407,408,10,3,63.0,15576,1,0,3,3,0,4,0,6,2,2,0,5,6,6,1915,1976,1,1,13,10,3,0.0,3,4,0,3,4,4,6,0,6,0,840,840,1,0,1,5,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,,2,1960.0,Unf,1,308,5,5,2,0,0,160,0,0,0,,0,0,0,3,2008,8,4,177000
953,954,9,3,69.0,11075,1,0,0,3,0,4,1,11,2,2,0,5,5,3,1969,1969,1,1,6,6,2,232.0,3,4,1,4,4,1,1,562,4,40,29,784,1,0,1,5,1168,800,0,1968,0,1,2,1,4,1,3,7,3,1,Po,2,1969.0,RFn,2,530,5,5,2,305,189,0,0,0,0,,3,3,400,9,2008,8,4,172000
1339,1340,4,3,120.0,9560,1,0,0,3,0,0,0,5,2,2,0,2,5,6,1972,1972,3,1,8,8,3,0.0,3,2,1,4,4,3,5,360,6,0,504,864,1,0,1,5,864,0,0,864,0,0,1,0,3,1,3,5,6,0,,2,1972.0,RFn,1,288,5,5,2,0,0,0,0,0,0,,0,0,0,6,2006,8,4,128500
560,561,4,3,69.0,11341,1,0,0,3,0,4,0,19,2,2,0,2,5,5,1957,1996,3,1,13,14,2,180.0,3,4,1,3,4,4,1,1302,6,0,90,1392,1,4,1,5,1392,0,0,1392,1,0,1,1,3,1,3,5,4,1,Gd,6,1957.0,Unf,2,528,5,5,2,0,0,0,0,95,0,,0,0,0,5,2010,8,4,121500
335,336,3,3,69.0,164660,0,0,0,1,0,0,2,23,2,2,1,0,5,5,1965,1965,1,1,9,10,3,0.0,3,4,1,4,4,2,1,1249,2,24,103,1499,1,0,1,5,1619,167,0,1786,2,0,2,0,3,1,3,7,6,2,Gd,2,1965.0,Fin,2,529,5,5,2,670,0,0,0,0,0,,0,3,700,8,2008,8,4,228950
789,790,9,3,69.0,12205,1,0,0,2,0,4,0,4,2,2,0,5,6,7,1966,2007,1,1,6,6,2,157.0,3,4,1,4,1,2,4,568,6,0,264,832,1,2,1,5,976,1111,0,2087,0,0,2,1,5,1,2,9,6,0,,2,1966.0,Fin,2,444,5,5,2,133,168,0,0,0,0,,0,0,0,7,2007,8,4,187500
932,933,4,3,84.0,11670,1,0,0,3,0,0,0,21,8,2,0,2,9,4,2006,2006,3,1,12,7,4,302.0,0,4,2,1,2,4,6,0,6,0,1905,1905,1,0,1,5,1905,0,0,1905,0,0,2,0,3,1,0,8,6,1,Gd,2,2006.0,Fin,3,788,5,5,2,0,191,0,0,0,0,,0,0,0,3,2007,8,4,320000
169,170,4,3,69.0,16669,1,0,0,3,0,0,0,23,2,2,0,2,8,5,1981,1981,3,6,9,10,2,653.0,2,4,1,3,4,4,6,0,6,0,1686,1686,1,4,1,5,1707,0,0,1707,0,0,2,1,2,1,3,6,6,1,TA,2,1981.0,RFn,2,511,5,5,2,574,64,0,0,0,0,,0,0,0,1,2006,8,4,228000
498,499,4,3,65.0,7800,1,0,3,3,0,4,0,19,2,2,0,2,5,6,1967,2004,3,1,6,6,2,89.0,3,4,2,4,4,4,1,450,6,0,414,864,1,0,1,5,899,0,0,899,0,0,1,0,3,1,2,5,6,0,,2,1967.0,Fin,1,288,5,5,2,64,0,0,0,0,0,,3,0,0,6,2009,8,4,130000
805,806,4,3,91.0,12274,1,0,0,3,0,2,0,21,2,2,0,2,7,4,2008,2008,1,1,12,13,4,256.0,2,4,2,3,4,4,6,0,6,0,1417,1417,1,0,1,5,1428,0,0,1428,0,0,2,0,3,1,0,6,6,0,,2,2008.0,RFn,2,554,5,5,2,0,60,0,0,0,0,,0,0,0,7,2008,6,5,227680
1023,1024,0,3,43.0,3182,1,0,3,3,0,4,0,0,2,2,4,2,7,4,2005,2006,1,1,12,13,2,14.0,2,4,2,3,2,4,3,16,6,0,1330,1346,1,0,1,5,1504,0,0,1504,0,0,2,0,2,1,2,7,6,1,Gd,2,2005.0,Fin,2,437,5,5,2,156,20,0,0,0,0,,0,0,0,5,2008,8,4,191000
1306,1307,0,3,48.0,6955,1,0,0,3,0,4,0,16,2,2,4,2,7,4,2005,2006,1,1,12,13,4,94.0,2,4,2,3,4,4,6,0,6,0,1368,1368,1,0,1,5,1368,0,0,1368,0,0,2,0,2,1,2,6,6,1,Gd,2,2005.0,RFn,2,474,5,5,2,132,35,0,0,0,0,,0,0,0,9,2006,6,5,202500
179,180,5,4,60.0,8520,1,0,3,3,0,4,0,17,2,2,0,2,5,5,1923,2006,1,1,13,14,3,0.0,2,4,1,4,4,4,6,0,6,0,968,968,1,4,1,5,968,0,0,968,0,0,1,0,2,1,3,5,6,0,,6,1935.0,Unf,2,480,2,5,0,0,0,184,0,0,0,,0,0,0,7,2007,8,4,100000
767,768,8,3,75.0,12508,1,0,0,3,0,4,0,11,2,2,0,0,6,6,1940,1985,1,1,12,13,3,0.0,3,4,1,3,4,3,1,660,6,0,323,983,1,0,1,5,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,,2,1989.0,Unf,1,423,5,5,2,245,0,156,0,0,0,,0,3,1300,7,2008,8,4,160000
1436,1437,4,3,60.0,9000,1,0,3,3,0,2,0,12,2,2,0,2,4,5,1971,1971,1,1,6,6,3,0.0,3,4,2,4,4,4,1,616,6,0,248,864,1,4,1,5,864,0,0,864,0,0,1,0,3,1,3,5,6,0,,6,1974.0,Unf,2,528,5,5,2,0,0,0,0,0,0,,2,0,0,5,2007,8,4,120500
562,563,5,3,63.0,13907,1,0,3,3,0,4,0,7,2,2,0,2,5,5,1940,1969,1,1,14,15,3,0.0,3,4,1,4,4,4,2,290,6,0,706,996,1,0,1,5,996,0,0,996,1,0,1,0,3,1,3,6,6,1,Gd,0,,,0,0,0,0,2,144,0,0,0,0,0,,0,0,0,7,2008,8,4,108000
1211,1212,8,3,152.0,12134,1,0,0,0,0,4,1,8,2,2,0,0,8,6,1988,2005,1,1,13,14,3,0.0,2,4,5,3,4,1,3,427,6,0,132,559,1,2,1,5,1080,672,0,1752,0,0,2,0,4,1,3,8,6,0,,3,1988.0,RFn,2,492,5,5,2,325,12,0,0,0,0,,0,0,0,6,2010,8,4,164000
859,860,9,3,69.0,11029,1,0,0,3,0,0,0,14,3,2,0,5,6,6,1968,1984,1,1,6,6,2,220.0,3,4,1,4,4,3,2,619,6,0,435,1054,1,4,1,5,1512,1142,0,2654,1,0,2,1,4,1,2,9,6,1,Gd,2,1968.0,Unf,2,619,5,5,2,0,65,0,0,222,0,,0,0,0,8,2006,8,4,250000
1180,1181,9,3,69.0,11170,1,0,1,3,0,0,0,23,2,2,0,5,7,4,1990,1991,1,1,8,8,3,0.0,3,4,5,3,4,4,4,1216,6,0,0,1216,1,0,1,5,1298,1216,0,2514,0,0,2,1,4,1,3,8,6,0,,2,1990.0,Fin,2,693,5,5,2,0,0,0,0,0,0,,1,0,0,4,2006,8,4,250000
405,406,4,3,69.0,9991,1,0,0,3,0,0,0,19,1,2,0,2,4,3,1976,1993,1,1,9,10,3,0.0,3,4,1,4,4,4,2,1116,6,0,165,1281,1,0,1,5,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,TA,2,1993.0,Unf,2,490,5,5,2,120,78,0,0,0,0,,2,0,0,6,2009,8,4,150000
321,322,9,3,99.0,12099,1,0,0,3,0,4,0,16,2,2,0,5,8,4,2004,2004,1,1,12,13,2,388.0,2,4,2,1,4,1,3,970,6,0,166,1136,1,0,1,5,1136,1332,0,2468,1,0,2,1,4,1,2,10,6,1,Gd,4,2004.0,Fin,3,872,5,5,2,184,154,0,0,0,0,,0,0,0,6,2007,8,4,354000
386,387,8,3,58.0,8410,1,0,3,3,0,2,0,7,1,2,0,0,5,2,1910,1996,2,1,13,13,3,0.0,3,1,2,4,4,4,6,0,6,0,658,658,1,4,1,5,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,,0,,,0,0,0,0,0,0,151,0,0,0,0,,0,0,0,5,2006,8,1,81000
1263,1264,10,3,60.0,13515,1,2,3,3,0,4,0,3,2,2,0,5,6,5,1919,1950,2,1,13,14,3,0.0,3,4,2,4,4,4,6,0,6,0,764,764,1,0,1,1,1060,764,0,1824,0,0,1,0,3,1,3,8,6,1,Gd,6,1940.0,Unf,2,520,5,5,0,0,0,126,0,0,0,,1,0,0,7,2007,8,4,180500
230,231,4,3,73.0,8760,1,0,3,3,0,4,0,12,2,2,0,2,6,5,1959,1959,3,1,8,8,2,220.0,3,4,1,4,4,4,6,0,6,0,1194,1194,1,4,1,5,1194,0,0,1194,1,0,1,0,3,1,3,6,6,0,,2,1959.0,RFn,1,312,5,5,2,0,0,120,0,0,0,,0,0,0,4,2010,8,4,148000
468,469,4,3,98.0,11428,1,0,0,3,0,4,0,16,2,2,0,2,8,4,2006,2006,1,1,12,13,4,248.0,2,4,2,3,4,4,6,0,6,0,1626,1626,1,0,1,5,1634,0,0,1634,0,0,2,0,3,1,2,7,6,1,Gd,2,2006.0,RFn,3,866,5,5,2,0,44,0,0,0,0,,0,0,0,5,2007,8,4,250000
254,255,4,3,70.0,8400,1,0,3,3,0,4,0,12,2,2,0,2,5,5,1957,1957,1,1,8,8,3,0.0,3,2,1,4,4,4,5,922,6,0,392,1314,1,4,1,5,1314,0,0,1314,1,0,1,0,3,1,3,5,6,0,,2,1957.0,RFn,1,294,5,5,2,250,0,0,0,0,0,,0,0,0,6,2010,8,4,145000
102,103,14,3,64.0,7018,1,0,3,0,0,4,0,20,2,2,2,2,5,4,1979,1979,1,1,6,6,3,0.0,3,1,3,0,0,0,0,0,0,0,0,0,1,4,1,5,1535,0,0,1535,0,0,2,0,4,2,3,8,6,0,,2,1979.0,Unf,2,410,5,5,2,0,0,0,0,0,0,,0,0,0,6,2009,8,2,118964
823,824,8,3,60.0,9900,1,0,3,3,0,4,0,18,2,2,0,0,6,6,1940,1950,1,1,12,13,3,0.0,3,4,0,4,4,4,6,0,6,0,778,778,1,4,1,5,944,545,0,1489,0,0,2,0,3,1,3,7,6,1,Gd,6,1940.0,Unf,1,240,5,5,2,335,0,0,0,0,0,,2,0,0,7,2009,8,4,139500
1196,1197,9,3,58.0,14054,1,0,0,3,0,4,0,8,2,2,0,5,7,4,2006,2006,1,1,12,13,3,0.0,2,4,2,3,4,1,6,0,6,0,879,879,1,0,1,5,879,984,0,1863,0,0,2,1,4,1,2,9,6,1,Gd,4,2006.0,Fin,3,660,5,5,2,100,17,0,0,0,0,,0,0,0,11,2006,6,5,219210
415,416,4,3,73.0,8899,1,0,0,3,0,4,0,8,2,2,0,2,7,4,2007,2007,1,1,12,13,3,0.0,2,4,2,3,4,1,3,24,6,0,1316,1340,1,0,1,5,1340,0,0,1340,0,0,2,0,3,1,2,6,6,0,,2,2007.0,Fin,2,396,5,5,2,100,30,0,0,0,0,,0,0,0,8,2007,6,5,181134
9,10,3,3,50.0,7420,1,0,3,3,0,0,0,3,0,0,1,1,5,5,1939,1950,1,1,8,8,3,0.0,3,4,0,4,4,4,3,851,6,0,140,991,1,0,1,5,1077,0,0,1077,1,0,1,0,2,2,3,5,6,2,TA,2,1939.0,RFn,1,205,3,5,2,0,4,0,0,0,0,,0,0,0,1,2008,8,4,118000
192,193,4,3,68.0,9017,1,0,0,3,0,4,0,5,2,2,0,2,7,4,1999,1999,1,1,12,13,3,0.0,2,4,2,3,4,1,3,560,6,0,871,1431,1,0,1,5,1431,0,0,1431,1,0,2,0,3,1,2,6,6,0,,2,1999.0,Fin,2,666,5,5,2,0,35,0,0,0,0,,0,0,0,9,2009,8,4,192000
